id,wait,Usage
4264,23.5,Private
4265,10.0,Private
4266,10.0,Private
4267,13.0,Private
4268,10.0,Private
4269,5.0,Private
4270,113.0,Private
4271,11.0,Private
4272,62.0,Private
4273,20.0,Private
4274,30.0,Private
4275,60.0,Private
4276,73.33333333333333,Private
4277,30.0,Private
4278,20.0,Private
4279,60.0,Private
4280,35.0,Private
4281,17.0,Private
4282,30.0,Private
4283,20.0,Private
4284,20.0,Private
4285,10.0,Private
4286,50.333333333333336,Private
4287,20.0,Private
4288,67.5,Private
4289,8.0,Private
4290,5.0,Private
4291,8.0,Private
4292,60.0,Private
4293,28.0,Private
4294,41.0,Private
4295,18.0,Private
4296,41.0,Private
4297,13.0,Private
4298,20.0,Private
4299,20.0,Private
4300,60.0,Private
4301,20.0,Private
4302,20.0,Private
4303,30.0,Private
4304,140.0,Private
4305,13.0,Private
4306,23.0,Private
4307,12.0,Private
4308,180.0,Private
4309,30.0,Private
4310,5.0,Private
4311,10.0,Private
4312,20.0,Private
4313,10.0,Private
4314,45.0,Private
4315,20.0,Private
4316,5.0,Private
4317,15.0,Private
4318,18.0,Private
4319,15.0,Private
4320,5.0,Private
4321,10.0,Private
4322,30.0,Private
4323,36.0,Private
4324,30.0,Private
4325,30.0,Private
4326,68.0,Private
4327,30.0,Private
4328,24.0,Private
4329,20.0,Private
4330,103.0,Private
4331,30.0,Private
4332,75.0,Private
4333,20.0,Private
4334,1.0,Private
4335,60.0,Private
4336,60.0,Private
4337,15.0,Private
4338,20.0,Private
4339,33.0,Private
4340,45.0,Private
4341,30.0,Private
4342,1.0,Private
4343,60.0,Private
4344,40.0,Private
4345,5.0,Private
4346,3.0,Private
4347,70.0,Private
4348,47.0,Private
4349,20.0,Private
4350,20.0,Private
4351,10.0,Private
4352,15.0,Private
4353,5.0,Private
4354,38.0,Private
4355,7.0,Private
4356,10.0,Private
4357,45.0,Private
4358,120.0,Private
4359,5.0,Private
4360,10.0,Private
4361,13.0,Private
4362,32.5,Private
4363,30.0,Private
4364,20.0,Private
4365,1.0,Private
4366,5.0,Private
4367,40.0,Private
4368,30.0,Private
4369,5.0,Private
4370,25.0,Private
4371,45.0,Private
4372,10.0,Private
4373,8.0,Private
4374,10.0,Private
4375,20.0,Private
4376,30.0,Private
4377,1.0,Private
4378,15.0,Private
4379,22.0,Private
4380,18.0,Private
4381,5.0,Private
4382,15.0,Private
4383,60.0,Private
4384,10.0,Private
4385,30.0,Private
4386,101.0,Private
4387,18.0,Private
4388,20.0,Private
4389,8.0,Private
4390,10.0,Private
4391,5.0,Private
4392,30.0,Private
4393,29.0,Private
4394,10.0,Private
4395,50.0,Private
4396,5.0,Private
4397,4.0,Private
4398,20.0,Private
4399,40.0,Private
4400,65.0,Private
4401,30.0,Private
4402,7.0,Private
4403,100.0,Private
4404,5.0,Private
4405,25.0,Private
4406,5.0,Private
4407,30.0,Private
4408,72.0,Private
4409,5.0,Private
4410,15.0,Private
4411,30.0,Private
4412,5.0,Private
4413,30.0,Private
4414,12.5,Private
4415,15.0,Private
4416,41.0,Private
4417,240.0,Private
4418,10.0,Private
4419,60.0,Private
4420,9.0,Private
4421,39.0,Private
4422,180.0,Private
4423,5.0,Private
4424,28.0,Private
4425,15.0,Private
4426,1.0,Private
4427,30.0,Private
4428,15.0,Private
4429,2.0,Private
4430,23.0,Private
4431,45.0,Private
4432,105.33333333333331,Private
4433,5.0,Private
4434,20.0,Private
4435,30.0,Private
4436,90.0,Private
4437,30.0,Private
4438,10.0,Private
4439,11.666666666666666,Private
4440,37.0,Private
4441,5.0,Private
4442,5.0,Private
4443,30.0,Private
4444,5.0,Private
4445,15.0,Private
4446,5.0,Private
4447,30.0,Private
4448,30.0,Private
4449,10.0,Private
4450,15.0,Private
4451,32.0,Private
4452,20.0,Private
4453,45.0,Private
4454,15.0,Private
4455,15.0,Private
4456,30.0,Private
4457,20.0,Private
4458,60.0,Private
4459,20.0,Private
4460,7.0,Private
4461,45.0,Private
4462,13.0,Private
4463,40.0,Private
4464,15.0,Private
4465,45.0,Private
4466,10.0,Private
4467,180.0,Private
4468,15.0,Private
4469,13.0,Private
4470,25.0,Private
4471,5.0,Private
4472,6.0,Private
4473,5.0,Private
4474,10.0,Private
4475,30.0,Private
4476,20.0,Private
4477,58.0,Private
4478,50.0,Private
4479,5.0,Private
4480,33.0,Private
4481,10.0,Private
4482,120.0,Private
4483,15.0,Private
4484,30.0,Private
4485,10.0,Private
4486,5.0,Private
4487,5.0,Private
4488,90.0,Private
4489,30.0,Private
4490,8.0,Private
4491,14.0,Private
4492,120.0,Private
4493,180.0,Private
4494,5.0,Private
4495,45.0,Private
4496,50.5,Private
4497,15.0,Private
4498,20.0,Private
4499,15.0,Private
4500,68.0,Private
4501,8.0,Private
4502,5.0,Private
4503,105.0,Private
4504,3.0,Private
4505,10.0,Private
4506,13.666666666666666,Private
4507,10.0,Private
4508,13.0,Private
4509,30.0,Private
4510,2880.0,Private
4511,80.0,Private
4512,720.0,Private
4513,30.0,Private
4514,5.0,Private
4515,5.0,Private
4516,10.0,Private
4517,11.0,Private
4518,40.0,Private
4519,30.0,Private
4520,10.0,Private
4521,120.0,Private
4522,30.0,Private
4523,10.0,Private
4524,360.0,Private
4525,120.0,Private
4526,185.0,Private
4527,30.0,Private
4528,20.0,Private
4529,15.0,Private
4530,15.0,Private
4531,105.0,Private
4532,20.0,Private
4533,1.0,Private
4534,25.0,Private
4535,5.0,Private
4536,20.0,Private
4537,22.0,Private
4538,31.0,Private
4539,60.0,Private
4540,20.0,Private
4541,5.0,Private
4542,30.0,Private
4543,8.0,Private
4544,15.0,Private
4545,10.0,Private
4546,47.0,Private
4547,15.0,Private
4548,15.0,Private
4549,52.0,Private
4550,20.0,Private
4551,20.0,Private
4552,180.0,Private
4553,5.0,Private
4554,30.0,Private
4555,2.0,Private
4556,30.0,Private
4557,68.0,Private
4558,15.0,Private
4559,15.0,Private
4560,30.0,Private
4561,128.0,Private
4562,102.5,Private
4563,12.0,Private
4564,5.0,Private
4565,27.0,Private
4566,20.0,Private
4567,5.0,Private
4568,90.0,Private
4569,90.0,Private
4570,10.0,Private
4571,5.0,Private
4572,60.0,Private
4573,15.0,Private
4574,5.0,Private
4575,21.0,Private
4576,10.0,Private
4577,15.0,Private
4578,10.0,Private
4579,10.0,Private
4580,8.0,Private
4581,5.0,Private
4582,13.0,Private
4583,45.0,Private
4584,64.0,Private
4585,5.0,Private
4586,10.0,Private
4587,10.0,Private
4588,35.0,Private
4589,30.0,Private
4590,100.0,Private
4591,5.0,Private
4592,50.0,Private
4593,15.0,Private
4594,53.0,Private
4595,15.0,Private
4596,5.0,Private
4597,30.0,Private
4598,20.0,Private
4599,10.0,Private
4600,90.0,Private
4601,44.5,Private
4602,30.0,Private
4603,30.0,Private
4604,15.0,Private
4605,3.0,Private
4606,30.0,Private
4607,18.0,Private
4608,3.0,Private
4609,120.0,Private
4610,30.0,Private
4611,120.0,Private
4612,5.0,Private
4613,30.0,Private
4614,45.0,Private
4615,15.0,Private
4616,8.0,Private
4617,120.0,Private
4618,3.0,Private
4619,225.0,Private
4620,14.0,Private
4621,90.0,Private
4622,5.0,Private
4623,14.0,Private
4624,30.0,Private
4625,5.0,Private
4626,10.0,Private
4627,15.0,Private
4628,20.0,Private
4629,45.0,Private
4630,13.0,Private
4631,10.0,Private
4632,12.5,Private
4633,120.0,Private
4634,100.0,Private
4635,30.0,Private
4636,15.0,Private
4637,20.0,Private
4638,15.0,Private
4639,45.0,Private
4640,120.0,Private
4641,50.0,Private
4642,29.0,Private
4643,15.0,Private
4644,10.0,Private
4645,15.0,Private
4646,15.0,Private
4647,4.0,Private
4648,180.0,Private
4649,80.0,Private
4650,10.0,Private
4651,20.0,Private
4652,15.0,Private
4653,10.0,Private
4654,11.666666666666666,Private
4655,20.0,Private
4656,30.0,Private
4657,30.0,Private
4658,15.0,Private
4659,9.0,Private
4660,1.0,Private
4661,60.0,Private
4662,4.0,Private
4663,8.0,Private
4664,35.0,Private
4665,5.0,Private
4666,94.0,Private
4667,20.0,Private
4668,20.0,Private
4669,32.0,Private
4670,2.0,Private
4671,5.0,Private
4672,20.0,Private
4673,30.0,Private
4674,5.0,Private
4675,20.0,Private
4676,5.0,Private
4677,5.0,Private
4678,15.0,Private
4679,13.0,Private
4680,29.5,Private
4681,150.0,Private
4682,45.0,Private
4683,5.0,Private
4684,56.0,Private
4685,120.0,Private
4686,90.0,Private
4687,15.0,Private
4688,10.0,Private
4689,5.0,Private
4690,122.0,Private
4691,8.0,Private
4692,131.5,Private
4693,10.0,Private
4694,30.0,Private
4695,15.0,Private
4696,10.0,Private
4697,45.0,Private
4698,3.0,Private
4699,10.0,Private
4700,60.0,Private
4701,5.0,Private
4702,15.0,Private
4703,20.0,Private
4704,15.0,Private
4705,20.0,Private
4706,30.0,Private
4707,6.0,Private
4708,45.0,Private
4709,14.5,Private
4710,2.0,Private
4711,4.0,Private
4712,45.0,Private
4713,5.0,Private
4714,15.0,Private
4715,10.0,Private
4716,37.0,Private
4717,9.5,Private
4718,22.0,Private
4719,5.0,Private
4720,15.0,Private
4721,20.0,Private
4722,120.0,Private
4723,5.0,Private
4724,30.0,Private
4725,45.0,Private
4726,20.0,Private
4727,60.0,Private
4728,10.0,Private
4729,15.0,Private
4730,1.0,Private
4731,30.0,Private
4732,45.0,Private
4733,78.0,Private
4734,10.0,Private
4735,15.0,Private
4736,60.0,Private
4737,10.0,Private
4738,15.0,Private
4739,15.0,Private
4740,20.0,Private
4741,10.0,Private
4742,75.0,Private
4743,15.0,Private
4744,1.0,Private
4745,360.0,Private
4746,300.0,Private
4747,23.0,Private
4748,10.0,Private
4749,20.0,Private
4750,10.0,Private
4751,5.0,Private
4752,84.0,Private
4753,30.0,Private
4754,60.0,Private
4755,15.0,Private
4756,300.0,Private
4757,15.0,Private
4758,5.0,Private
4759,5.0,Private
4760,5.0,Private
4761,5.0,Private
4762,5.0,Private
4763,10.0,Private
4764,15.0,Private
4765,15.0,Private
4766,19.0,Private
4767,5.0,Private
4768,63.0,Private
4769,15.0,Private
4770,10.0,Private
4771,5.0,Private
4772,13.0,Private
4773,6.0,Private
4774,30.0,Private
4775,30.0,Private
4776,20.0,Private
4777,32.0,Private
4778,60.0,Private
4779,30.0,Private
4780,40.0,Private
4781,25.0,Private
4782,27.33333333333333,Private
4783,1.0,Private
4784,113.0,Private
4785,30.0,Private
4786,20.0,Private
4787,5.0,Private
4788,20.0,Private
4789,30.0,Private
4790,18.0,Private
4791,18.0,Private
4792,30.0,Private
4793,10.0,Private
4794,24.0,Private
4795,90.0,Private
4796,15.0,Private
4797,1.0,Private
4798,30.0,Private
4799,10.0,Private
4800,10.0,Private
4801,330.0,Private
4802,25.0,Private
4803,10.0,Private
4804,10.0,Private
4805,5.0,Private
4806,10.0,Private
4807,60.0,Private
4808,15.0,Private
4809,15.0,Private
4810,30.0,Private
4811,8.0,Private
4812,5.0,Private
4813,60.0,Private
4814,30.0,Private
4815,30.0,Private
4816,5.0,Private
4817,11.0,Private
4818,28.0,Private
4819,5.0,Private
4820,10.0,Private
4821,10.0,Private
4822,10.0,Private
4823,45.0,Private
4824,10.0,Private
4825,78.0,Private
4826,17.0,Private
4827,9.0,Private
4828,6.0,Private
4829,220.0,Private
4830,15.0,Private
4831,13.0,Private
4832,20.0,Private
4833,22.0,Private
4834,17.0,Private
4835,15.0,Private
4836,20.0,Private
4837,15.0,Private
4838,30.0,Private
4839,20.0,Private
4840,5.0,Private
4841,5.0,Private
4842,30.0,Private
4843,10.0,Private
4844,15.0,Private
4845,20.0,Private
4846,84.0,Private
4847,20.0,Private
4848,60.0,Private
4849,5.0,Private
4850,30.0,Private
4851,12.0,Private
4852,300.0,Private
4853,11.0,Private
4854,20.0,Private
4855,5.0,Private
4856,30.0,Private
4857,60.0,Private
4858,7.0,Private
4859,10.0,Private
4860,200.0,Private
4861,22.0,Private
4862,660.0,Private
4863,5.0,Private
4864,1.0,Private
4865,50.0,Private
4866,8.0,Private
4867,15.0,Private
4868,10.0,Private
4869,150.0,Private
4870,28.0,Private
4871,29.0,Private
4872,165.0,Private
4873,15.0,Private
4874,5.0,Private
4875,10.0,Private
4876,6.0,Private
4877,15.0,Private
4878,45.0,Private
4879,27.0,Private
4880,35.0,Private
4881,10.0,Private
4882,2.0,Private
4883,11.0,Private
4884,60.0,Private
4885,10.0,Private
4886,25.0,Private
4887,20.0,Private
4888,10.0,Private
4889,10.0,Private
4890,18.0,Private
4891,13.0,Private
4892,30.0,Private
4893,5.0,Private
4894,4.0,Private
4895,5.0,Private
4896,5.0,Private
4897,30.0,Private
4898,5.0,Private
4899,29.0,Private
4900,2.0,Private
4901,9.5,Private
4902,18.0,Private
4903,10.0,Private
4904,45.0,Private
4905,10.0,Private
4906,35.0,Private
4907,30.0,Private
4908,10.0,Private
4909,45.0,Private
4910,45.0,Private
4911,30.0,Private
4912,15.0,Private
4913,48.0,Private
4914,13.0,Private
4915,8.0,Private
4916,32.0,Private
4917,60.0,Private
4918,20.0,Private
4919,1.0,Private
4920,22.0,Private
4921,15.0,Private
4922,60.0,Private
4923,15.0,Private
4924,2.0,Private
4925,160.0,Private
4926,8.0,Private
4927,88.0,Private
4928,8.0,Private
4929,120.0,Private
4930,10.0,Private
4931,5.0,Private
4932,30.0,Private
4933,20.0,Private
4934,45.0,Private
4935,17.0,Private
4936,30.0,Private
4937,5.0,Private
4938,15.0,Private
4939,5.0,Private
4940,65.0,Private
4941,15.0,Private
4942,57.0,Private
4943,10.0,Private
4944,41.0,Private
4945,10.0,Private
4946,45.0,Private
4947,19.0,Private
4948,30.0,Private
4949,10.0,Private
4950,20.0,Private
4951,120.0,Private
4952,5.0,Private
4953,18.0,Private
4954,45.0,Private
4955,5.0,Private
4956,107.0,Private
4957,15.0,Private
4958,17.0,Private
4959,15.0,Private
4960,31.0,Private
4961,30.0,Private
4962,90.0,Private
4963,5.0,Private
4964,20.0,Private
4965,8.0,Private
4966,30.0,Private
4967,10.0,Private
4968,5.0,Private
4969,45.0,Private
4970,20.0,Private
4971,5.0,Private
4972,60.0,Private
4973,5.0,Private
4974,11.0,Private
4975,10.0,Private
4976,13.0,Private
4977,6.0,Private
4978,30.0,Private
4979,10.0,Private
4980,45.0,Private
4981,30.0,Private
4982,10.0,Private
4983,15.0,Private
4984,24.0,Private
4985,20.0,Private
4986,45.0,Private
4987,10.0,Private
4988,25.0,Private
4989,60.0,Private
4990,5.0,Private
4991,10.0,Private
4992,240.0,Private
4993,300.0,Private
4994,70.0,Private
4995,14.0,Private
4996,46.0,Private
4997,5.0,Private
4998,30.0,Private
4999,15.0,Private
5000,5.0,Private
5001,28.0,Private
5002,15.0,Private
5003,30.0,Private
5004,20.0,Private
5005,15.0,Private
5006,10.0,Private
5007,20.0,Private
5008,30.33333333333333,Private
5009,18.0,Private
5010,20.0,Private
5011,60.0,Private
5012,18.0,Private
5013,15.0,Private
5014,10.0,Private
5015,14.0,Private
5016,60.0,Private
5017,33.0,Private
5018,5.0,Private
5019,33.0,Private
5020,3.0,Private
5021,30.0,Private
5022,10.0,Private
5023,15.0,Private
5024,57.0,Private
5025,32.0,Private
5026,5.5,Private
5027,15.0,Private
5028,45.0,Private
5029,20.0,Private
5030,15.0,Private
5031,2.0,Private
5032,33.0,Private
5033,28.0,Private
5034,25.0,Private
5035,5.0,Private
5036,13.0,Private
5037,60.0,Private
5038,5.0,Private
5039,18.0,Private
5040,25.0,Private
5041,45.0,Private
5042,45.0,Private
5043,30.0,Private
5044,53.0,Private
5045,5.0,Private
5046,40.0,Private
5047,15.0,Private
5048,28.0,Private
5049,90.0,Private
5050,15.0,Private
5051,15.0,Private
5052,66.0,Private
5053,34.5,Private
5054,9.0,Private
5055,10.0,Private
5056,45.0,Private
5057,15.0,Private
5058,30.0,Private
5059,25.0,Private
5060,16.0,Private
5061,5.0,Private
5062,91.0,Private
5063,5.0,Private
5064,30.0,Private
5065,5.0,Private
5066,15.0,Private
5067,15.0,Private
5068,8.0,Private
5069,33.0,Private
5070,40.66666666666666,Private
5071,15.0,Private
5072,5.0,Private
5073,15.0,Private
5074,42.0,Private
5075,75.0,Private
5076,186.0,Private
5077,68.0,Private
5078,60.0,Private
5079,5.0,Private
5080,8.0,Private
5081,30.0,Private
5082,15.0,Private
5083,20.0,Private
5084,30.0,Private
5085,8.0,Private
5086,31.0,Private
5087,20.0,Private
5088,18.0,Private
5089,20.0,Private
5090,33.0,Private
5091,8.0,Private
5092,8.0,Private
5093,36.0,Private
5094,10.0,Private
5095,16.5,Private
5096,15.0,Private
5097,5.0,Private
5098,15.0,Private
5099,10.0,Private
5100,15.0,Private
5101,32.5,Private
5102,20.0,Private
5103,10.0,Private
5104,70.0,Private
5105,10.0,Private
5106,120.0,Private
5107,60.0,Private
5108,5.0,Private
5109,60.0,Private
5110,10.0,Private
5111,68.0,Private
5112,7.0,Private
5113,18.0,Private
5114,15.0,Private
5115,45.0,Private
5116,15.0,Private
5117,5.0,Private
5118,120.0,Private
5119,60.0,Private
5120,27.0,Private
5121,60.0,Private
5122,4.0,Private
5123,20.0,Private
5124,30.0,Private
5125,20.0,Private
5126,30.0,Private
5127,57.333333333333336,Private
5128,5.0,Private
5129,5.0,Private
5130,18.0,Private
5131,15.0,Private
5132,93.0,Private
5133,5940.0,Private
5134,45.0,Private
5135,30.0,Private
5136,45.0,Private
5137,29.0,Private
5138,5.0,Private
5139,65.0,Private
5140,16.0,Private
5141,43.0,Private
5142,2.0,Private
5143,45.0,Private
5144,15.0,Private
5145,20.0,Private
5146,8.0,Private
5147,3.0,Private
5148,56.66666666666666,Private
5149,90.0,Private
5150,60.0,Private
5151,14.0,Private
5152,15.0,Private
5153,1.0,Private
5154,5.0,Private
5155,17.0,Private
5156,15.0,Private
5157,5.0,Private
5158,5.0,Private
5159,65.0,Private
5160,10.0,Private
5161,27.0,Private
5162,30.0,Private
5163,4.0,Private
5164,15.0,Private
5165,10.0,Private
5166,130.0,Private
5167,5.0,Private
5168,20.0,Private
5169,15.0,Private
5170,23.0,Private
5171,21.0,Private
5172,20.0,Private
5173,240.0,Private
5174,30.0,Private
5175,15.0,Private
5176,5.0,Private
5177,4.0,Private
5178,20.0,Private
5179,5.0,Private
5180,24.0,Private
5181,15.0,Private
5182,20.0,Private
5183,5.0,Private
5184,5.0,Private
5185,10.0,Private
5186,15.0,Private
5187,10.0,Private
5188,15.0,Private
5189,180.0,Private
5190,13.0,Private
5191,70.0,Private
5192,15.0,Private
5193,5.0,Private
5194,23.0,Private
5195,10.0,Private
5196,5.0,Private
5197,10.0,Private
5198,20.0,Private
5199,15.0,Private
5200,15.0,Private
5201,30.0,Private
5202,45.0,Private
5203,60.0,Private
5204,10.0,Private
5205,20.0,Private
5206,4.333333333333333,Private
5207,5.0,Private
5208,10.0,Private
5209,13.0,Private
5210,60.0,Private
5211,30.0,Private
5212,5.0,Private
5213,13.0,Private
5214,1.0,Private
5215,15.0,Private
5216,2.0,Private
5217,25.0,Private
5218,15.0,Private
5219,10.0,Private
5220,60.0,Private
5221,15.0,Private
5222,5.0,Private
5223,6039.0,Private
5224,15.0,Private
5225,15.0,Private
5226,36.0,Private
5227,15.0,Private
5228,38.0,Private
5229,5.0,Private
5230,78.33333333333333,Private
5231,52.0,Private
5232,5.0,Private
5233,17.0,Private
5234,15.0,Private
5235,12.0,Private
5236,420.0,Private
5237,10.0,Private
5238,20.0,Private
5239,1.0,Private
5240,237.5,Private
5241,10.0,Private
5242,3.0,Private
5243,10.0,Private
5244,20.0,Private
5245,5.0,Private
5246,60.0,Private
5247,30.0,Private
5248,5.0,Private
5249,20.0,Private
5250,123.33333333333331,Private
5251,14.0,Private
5252,19.666666666666668,Private
5253,60.0,Private
5254,20.0,Private
5255,60.0,Private
5256,15.0,Private
5257,60.0,Private
5258,30.0,Private
5259,25.0,Private
5260,15.0,Private
5261,3.0,Private
5262,20.0,Private
5263,73.0,Private
5264,5.0,Private
5265,30.0,Private
5266,30.0,Private
5267,20.0,Private
5268,38.0,Private
5269,18.0,Private
5270,20.0,Private
5271,74.0,Private
5272,20.0,Private
5273,38.0,Private
5274,15.0,Private
5275,74.0,Private
5276,7.333333333333333,Private
5277,5.0,Private
5278,104.0,Private
5279,90.0,Private
5280,9.0,Private
5281,20.0,Private
5282,30.0,Private
5283,16.0,Private
5284,360.0,Private
5285,60.0,Private
5286,10.0,Private
5287,99.5,Private
5288,5.0,Private
5289,71.0,Private
5290,30.0,Private
5291,30.0,Private
5292,15.0,Private
5293,90.0,Private
5294,5.0,Private
5295,10.0,Private
5296,30.0,Private
5297,60.0,Private
5298,5.0,Private
5299,15.0,Private
5300,10.0,Private
5301,31.0,Private
5302,5.0,Private
5303,45.0,Private
5304,9.0,Private
5305,30.0,Private
5306,5.0,Private
5307,10.0,Private
5308,2.0,Private
5309,68.0,Private
5310,30.0,Private
5311,20.0,Private
5312,60.0,Private
5313,5.0,Private
5314,30.0,Private
5315,15.0,Private
5316,30.0,Private
5317,30.0,Private
5318,57.5,Private
5319,5940.0,Private
5320,20.0,Private
5321,120.0,Private
5322,20.0,Private
5323,8.0,Private
5324,30.0,Private
5325,20.0,Private
5326,45.0,Private
5327,10.0,Private
5328,50.0,Private
5329,15.0,Private
5330,13.0,Private
5331,45.0,Private
5332,20.0,Private
5333,15.0,Private
5334,100.0,Private
5335,90.0,Private
5336,5.0,Private
5337,1.0,Private
5338,20.0,Private
5339,15.0,Private
5340,60.0,Private
5341,20.0,Private
5342,45.0,Private
5343,1088.0,Private
5344,90.0,Private
5345,35.0,Private
5346,13.0,Private
5347,45.0,Private
5348,50.0,Private
5349,15.0,Private
5350,150.0,Private
5351,15.0,Private
5352,60.0,Private
5353,45.0,Private
5354,75.0,Private
5355,32.0,Private
5356,10.0,Private
5357,30.0,Private
5358,25.0,Private
5359,30.0,Private
5360,4.0,Private
5361,29.0,Private
5362,20.0,Private
5363,25.0,Private
5364,15.0,Private
5365,60.0,Private
5366,20.0,Private
5367,37.0,Private
5368,39.0,Private
5369,40.0,Private
5370,1.0,Private
5371,10.0,Private
5372,30.0,Private
5373,5.0,Private
5374,11.0,Private
5375,23.0,Private
5376,15.0,Private
5377,30.0,Private
5378,30.0,Private
5379,20.0,Private
5380,5.0,Private
5381,40.0,Private
5382,5.0,Private
5383,10.0,Private
5384,15.0,Private
5385,20.0,Private
5386,10.0,Private
5387,23.0,Private
5388,11.0,Private
5389,13.0,Private
5390,5.0,Private
5391,10.0,Private
5392,28.0,Private
5393,30.0,Private
5394,25.0,Private
5395,40.0,Private
5396,30.0,Private
5397,5.0,Private
5398,15.0,Private
5399,60.0,Private
5400,1.0,Private
5401,20.0,Private
5402,5.0,Private
5403,5.0,Private
5404,18.0,Private
5405,45.0,Private
5406,30.0,Private
5407,45.0,Private
5408,18.5,Private
5409,10.0,Private
5410,10.0,Private
5411,86.0,Private
5412,20.0,Private
5413,20.0,Private
5414,20.0,Private
5415,10.0,Private
5416,48.0,Private
5417,30.0,Private
5418,5.0,Private
5419,12.0,Private
5420,20.666666666666668,Private
5421,15.0,Private
5422,8.0,Private
5423,10.0,Private
5424,5.0,Private
5425,20.0,Private
5426,15.0,Private
5427,23.0,Private
5428,30.0,Private
5429,18.0,Private
5430,7.5,Private
5431,5.0,Private
5432,45.0,Private
5433,12.5,Private
5434,60.0,Private
5435,5.0,Private
5436,36.66666666666666,Private
5437,10.0,Private
5438,90.0,Private
5439,30.0,Private
5440,20.0,Private
5441,15.0,Private
5442,15.0,Private
5443,2.0,Private
5444,5.0,Private
5445,30.0,Private
5446,30.0,Private
5447,60.0,Private
5448,40.0,Private
5449,30.0,Private
5450,13.0,Private
5451,5.0,Private
5452,30.0,Private
5453,28.0,Private
5454,10.0,Private
5455,5.0,Private
5456,20.0,Private
5457,15.0,Private
5458,10.0,Private
5459,15.0,Private
5460,15.0,Private
5461,120.0,Private
5462,6.0,Private
5463,60.0,Private
5464,30.0,Private
5465,20.0,Private
5466,5.0,Private
5467,15.0,Private
5468,10.0,Private
5469,10.0,Private
5470,40.5,Private
5471,47.333333333333336,Private
5472,45.0,Private
5473,20.0,Private
5474,40.0,Private
5475,15.0,Private
5476,10.0,Private
5477,10.0,Private
5478,150.0,Private
5479,33.0,Private
5480,19.0,Private
5481,5.0,Private
5482,15.0,Private
5483,60.0,Private
5484,5.0,Private
5485,150.0,Private
5486,1.0,Private
5487,38.0,Private
5488,15.0,Private
5489,0.0,Private
5490,60.0,Private
5491,10.0,Private
5492,25.0,Private
5493,5.0,Private
5494,21.0,Private
5495,128.0,Private
5496,45.0,Private
5497,4.0,Private
5498,5.0,Private
5499,30.0,Private
5500,14.0,Private
5501,15.0,Private
5502,49.0,Private
5503,10.0,Private
5504,10.0,Private
5505,15.0,Private
5506,30.0,Private
5507,60.0,Private
5508,30.0,Private
5509,15.0,Private
5510,10.0,Private
5511,5.0,Private
5512,15.0,Private
5513,38.0,Private
5514,60.0,Private
5515,4.666666666666667,Private
5516,15.0,Private
5517,20.0,Private
5518,10.0,Private
5519,3.0,Private
5520,113.0,Private
5521,40.0,Private
5522,120.0,Private
5523,85.0,Private
5524,4.0,Private
5525,15.0,Private
5526,15.0,Private
5527,13.0,Private
5528,10.0,Private
5529,15.0,Private
5530,35.0,Private
5531,60.0,Private
5532,45.5,Private
5533,15.0,Private
5534,90.0,Private
5535,5.0,Private
5536,1.0,Private
5537,45.0,Private
5538,35.0,Private
5539,240.0,Private
5540,45.0,Private
5541,10.0,Private
5542,15.0,Private
5543,63.0,Private
5544,30.0,Private
5545,15.0,Private
5546,30.0,Private
5547,15.0,Private
5548,18.0,Private
5549,20.0,Private
5550,30.0,Private
5551,13.0,Private
5552,5.0,Private
5553,45.0,Private
5554,90.0,Private
5555,30.0,Private
5556,15.0,Private
5557,180.0,Private
5558,90.0,Private
5559,20.0,Private
5560,13.0,Private
5561,15.0,Private
5562,10.0,Private
5563,30.0,Private
5564,20.0,Private
5565,120.0,Private
5566,15.0,Private
5567,24.0,Private
5568,15.0,Private
5569,120.0,Private
5570,5.0,Private
5571,5.0,Private
5572,5.0,Private
5573,5.0,Private
5574,10.0,Private
5575,60.0,Private
5576,10.0,Private
5577,45.0,Private
5578,50.0,Private
5579,15.0,Private
5580,135.0,Private
5581,1.0,Private
5582,15.0,Private
5583,15.0,Private
5584,43.0,Private
5585,23.0,Private
5586,12.5,Private
5587,15.0,Private
5588,15.0,Private
5589,30.0,Private
5590,30.0,Private
5591,15.0,Private
5592,30.0,Private
5593,5.0,Private
5594,5.0,Private
5595,5.0,Private
5596,30.0,Private
5597,8.0,Private
5598,27.5,Private
5599,20.0,Private
5600,12.5,Private
5601,10.0,Private
5602,60.0,Private
5603,10.0,Private
5604,26.0,Private
5605,10.0,Private
5606,25.0,Private
5607,210.0,Private
5608,5.0,Private
5609,9.0,Private
5610,60.0,Private
5611,2.0,Private
5612,38.0,Private
5613,5.0,Private
5614,15.0,Private
5615,22.0,Private
5616,8.0,Private
5617,10.0,Private
5618,60.0,Private
5619,30.0,Private
5620,30.0,Private
5621,10.0,Private
5622,60.0,Private
5623,20.0,Private
5624,30.0,Private
5625,8.0,Private
5626,5.0,Private
5627,45.0,Private
5628,20.0,Private
5629,15.0,Private
5630,15.0,Private
5631,5.0,Private
5632,30.0,Private
5633,15.0,Private
5634,15.0,Private
5635,60.0,Private
5636,15.0,Private
5637,5.0,Private
5638,5.0,Private
5639,20.0,Private
5640,90.0,Private
5641,140.0,Private
5642,30.0,Private
5643,38.0,Private
5644,30.0,Private
5645,10.0,Private
5646,5.0,Private
5647,15.0,Private
5648,15.0,Private
5649,5.0,Private
5650,30.0,Private
5651,30.0,Private
5652,8.0,Private
5653,30.0,Private
